tweet,text,hashtag,mention,username,like_count,retweet_count,tweet_length,tweet_word_count
clash @ aleixespargaro @ bradbinder_33 cost aprilia man long lap penalty irresponsible riding ! watch incident 360 ! # thaigp |,clash cost aprilia man long lap penalty irresponsible riding ! watch incident 360 ! |,thaigp ,aleixespargaro  bradbinder_33 ,MotoGP,146,10,200,31
probably get new golf buggy driver # thaigp,probably get new golf buggy driver,thaigp ,,MotoGP,1120,188,84,13
absolute wet weathered wizardry @ _moliveira88 ? ! # thaigp | # motogp,absolute wet weathered wizardry ? ! |,thaigp  motogp ,_moliveira88 ,MotoGP,329,25,129,20
could feel breathing neck @ peccobagnaia talk support scrap # thaigp # motogp |,could feel breathing neck talk support scrap |,thaigp  motogp ,peccobagnaia ,MotoGP,257,23,139,22
rain master ! @ tonyarbolino brave element win crazy # moto2 rain-disrupted race buriram ! # thaigp,rain master ! brave element win crazy rain-disrupted race buriram !,moto2  thaigp ,tonyarbolino ,MotoGP,435,63,149,21
# motogp rider motivator @ jackmilleraus talk team spirit title chance claiming stunning p2 # thaigp |,rider motivator talk team spirit title chance claiming stunning p2 |,motogp  thaigp ,jackmilleraus ,MotoGP,259,22,154,23
early departure home race @ somkiat35 share disappointment # thaigp # moto2 |,early departure home race share disappointment |,thaigp  moto2 ,somkiat35 ,MotoGP,178,29,131,20
bump barge turn 3 ! @ aleixespargaro given long lap penalty contact @ bradbinder33 # thaigp,bump barge turn 3 ! given long lap penalty contact,thaigp ,aleixespargaro  bradbinder33 ,MotoGP,704,70,148,24
"3 race left , 75 point stake championship battle look ... top2 within 2 point top3 within 20 point top5 within 40 point # thaigp |","3 race left , 75 point stake championship battle look ... top2 within 2 point top3 within 20 point top5 within 40 point |",thaigp ,,MotoGP,401,69,201,35
racing difficult track condition easy task ! people praising @ _moliveira88 win wet weather skill ! # thaigp |,racing difficult track condition easy task ! people praising win wet weather skill ! |,thaigp ,_moliveira88 ,MotoGP,277,20,195,32
"bitter one swallow @ garciadols11 major first-lap drama # moto3 contender , find 56 point standing # thaigp","bitter one swallow major first-lap drama contender , find 56 point standing",moto3  thaigp ,garciadols11 ,MotoGP,271,51,185,29
narrowly missing 100th # motogp podium @ marcmarquez93 analysis battle ducatis # thaigp |,narrowly missing 100th podium analysis battle ducatis |,motogp  thaigp ,marcmarquez93 ,MotoGP,359,43,147,22
aquatic heroic today # thaigp relive final moment ! # motogp |,aquatic heroic today relive final moment ! |,thaigp  motogp ,,MotoGP,125,11,109,16
victory possible @ johannzarco1 today ? frenchman talk chasing @ peccobagnaia 3rd late surge # thaigp |,victory possible today ? frenchman talk chasing 3rd late surge |,thaigp ,johannzarco1  peccobagnaia ,MotoGP,170,15,164,25
second win season ! @ _moliveira88 crazy victory # thaigp,second win season ! crazy victory,thaigp ,_moliveira88 ,MotoGP,1085,136,106,15
"fortune favour brave ! @ tonyarbolino , @ filipsalac12 canet bravest # moto2 today ! # thaigp |","fortune favour brave ! , canet bravest today ! |",moto2  thaigp ,tonyarbolino filipsalac12 ,MotoGP,164,11,156,23
victory possible johann @ johannzarco1 today ? frenchman talk chasing @ peccobagnaia 3rd late surge # thaigp |,victory possible johann today ? frenchman talk chasing 3rd late surge |,thaigp ,johannzarco1  peccobagnaia ,MotoGP,209,22,172,26
"win japan , 2nd thailand , getting married next weekend , home gp weekend life pretty good @ jackmilleraus right ! # vivamiller","win japan , 2nd thailand , getting married next weekend , home gp weekend life pretty good right !",vivamiller ,jackmilleraus ,MotoGP,3101,289,180,27
hard work long wait paid # motogp 's top three hear say way podium # thaigp |,hard work long wait paid 's top three hear say way podium |,motogp thaigp ,,MotoGP,283,26,172,34
another rain masterclass ride @ _moliveira88 title fight take spicy turn # thaigp |,another rain masterclass ride title fight take spicy turn |,thaigp ,_moliveira88  ,MotoGP,383,40,131,20
@ tonyarbolino swim victory shorten red-flagged # moto2 race buriram half point awarded ! # thaigp |,swim victory shorten red-flagged race buriram half point awarded ! |,moto2  thaigp ,tonyarbolino ,MotoGP,166,22,173,28
rocket delivers pole take 4th win 2022 jump 2nd place standing ! # thaigp |,rocket delivers pole take 4th win 2022 jump 2nd place standing ! |,thaigp ,,MotoGP,137,15,147,27
90 point behind germany 2 point shy 3 round go play # motogp world championship # thaigp,90 point behind germany 2 point shy 3 round go play world championship,motogp  thaigp ,,MotoGP,1540,311,175,32
"`` jack told believe condition `` - @ peccobagnaia little pre-race pep talk @ jackmilleraus , memory motegi mistake 7 day ago , certainly seemed help today ! # thaigp","`` jack told believe condition `` - little pre-race pep talk , memory motegi mistake 7 day ago , certainly seemed help today !",thaigp ,peccobagnaia    jackmilleraus,MotoGP,787,128,253,41
"`` honest bit nervous @ petrux9 ! `` - @ jackmilleraus listing guy quick unknown condition , jack point one particular wet weather master past year ! # thaigp","`` honest bit nervous ! `` - listing guy quick unknown condition , jack point one particular wet weather master past year !",thaigp ,petrux9 jackmilleraus   ,MotoGP,1586,97,236,38
`` jack made constantly attack mode `` - @ _moliveira88 race much caution needed miguel admits @ jackmilleraus forcing attack mode definitely helped # thaigp,`` jack made constantly attack mode `` - race much caution needed miguel admits forcing attack mode definitely helped,thaigp ,_moliveira88    jackmilleraus ,MotoGP,587,66,231,37
"without doubt , @ _moliveira88 wet weather specialist ! hear portuguese @ ducaticorse duo say insane race chang international circuit ! # thaigp |","without doubt , wet weather specialist ! hear portuguese duo say insane race chang international circuit ! |",thaigp ,_moliveira88  ducaticorse ,MotoGP,446,57,230,36
# motogp podium ! - @ _moliveira88 - @ jackmilleraus - @ peccobagnaia # thaigp,podium ! - - -,motogp  thaigp ,_moliveira88  jackmilleraus  peccobagnaia  ,MotoGP,5274,816,114,16
ktm admin power prediction unmatched # thaigp,ktm admin power prediction unmatched,thaigp ,,MotoGP,958,111,60,10
"3 race go 2 point 1 champion turn spice 11 , gon na wild australia ! # thaigp","3 race go 2 point 1 champion turn spice 11 , gon na wild australia !",thaigp ,,MotoGP,1355,355,145,28
# thaigp ... worth wait !,... worth wait !,thaigp,,MotoGP,1032,226,61,8
win number 5 @ _moliveira88 premier class career ! # thaigp,win number 5 premier class career !,thaigp ,_moliveira88 ,MotoGP,1867,345,91,12
"win still win , @ _moliveira88 ! # thaigp","win still win , !",thaigp ,_moliveira88,MotoGP,2005,259,74,11
pole p16 definitely eventful race endure @ marco12_b # thaigp,pole p16 definitely eventful race endure,thaigp ,marco12_b ,MotoGP,475,67,111,17
reaction say positive @ aleixespargaro actually closed championship lead ! # thaigp,reaction say positive actually closed championship lead !,thaigp ,aleixespargaro ,MotoGP,443,65,151,23
"class @ jackmilleraus another great ride aussie , outscored teammate brough home p2 today ! # thaigp","class another great ride aussie , outscored teammate brough home p2 today !",thaigp ,jackmilleraus ,MotoGP,1010,107,149,21
indonesia thailand ! @ _moliveira88 - # motogp new wet weather master ! # thaigp,indonesia thailand ! - new wet weather master !,motogp  thaigp ,_moliveira88 ,MotoGP,2696,601,118,16
"payback @ peccobagnaia ! following disastrous # japanesegp , italian close @ fabioq20 # thaigp","payback ! following disastrous , italian close",japanesegp thaigp ,peccobagnaia fabioq20 ,MotoGP,884,194,144,19
dreadful day @ fabioq20 championship lead slashed two point ! # thaigp,dreadful day championship lead slashed two point !,thaigp ,fabioq20 ,MotoGP,1684,306,122,19
hat @ _moliveira88 ! incredible composure treacherous condition ! # thaigp,hat ! incredible composure treacherous condition !,thaigp ,_moliveira88,MotoGP,2859,464,114,13
# motogp race @ _moliveira88 win battle buriram ! # thaigp,race win battle buriram !,motogp  thaigp ,_moliveira88 ,MotoGP,7323,1611,95,14
last lap ! @ _moliveira88 12 corner victory ! # thaigp,last lap ! 12 corner victory !,thaigp ,_moliveira88 ,MotoGP,730,94,97,14
two go ! @ peccobagnaia big pressure p3 ! # thaigp,two go ! big pressure p3 !,thaigp ,peccobagnaia ,MotoGP,475,66,96,15
@ aleixespargaro long lap penalty @ aleixespargaro take look incident question # thaigp | # motogp,long lap penalty take look incident question |,thaigp  motogp ,aleixespargaro  aleixespargaro ,MotoGP,137,21,145,22
@ johannzarco1 barge @ marcmarquez93 ! # thaigp,barge !,thaigp ,johannzarco1  marcmarquez93,MotoGP,676,103,86,9
sound @ johannzarco1 alarm ! # thaigp,sound alarm !,thaigp ,johannzarco1 ,MotoGP,234,51,68,8
another wet weather masterclass @ _moliveira88 ! @ jackmilleraus still lingering background ! # thaigp,another wet weather masterclass ! still lingering background !,thaigp ,_moliveira88 jackmilleraus ,MotoGP,657,108,163,22
@ marcmarquez93 fancy bit closing @ peccobagnaia 100th premier class podium ! # thaigp,fancy bit closing 100th premier class podium !,thaigp ,marcmarquez93  peccobagnaia ,MotoGP,795,172,147,22
drama light ! watch # motogp race get underway tricky track condition ! # thaigp |,drama light ! watch race get underway tricky track condition ! |,motogp  thaigp ,,MotoGP,101,16,145,23
@ _moliveira88 lead ! # thaigp,lead !,thaigp ,_moliveira88 ,MotoGP,641,162,60,7
"get load ! stay like , @ jackmilleraus head home gp 35 point championship lead ! ! ! # thaigp","get load ! stay like , head home gp 35 point championship lead ! ! !",thaigp ,jackmilleraus ,MotoGP,383,77,167,29
long lap come ! @ aleixespargaro slot back 14th # thaigp,long lap come ! slot back 14th,thaigp ,aleixespargaro ,MotoGP,191,42,108,18
long lap penalty @ aleixespargaro ! falling apart two title combatant ! # thaigp,long lap penalty ! falling apart two title combatant !,thaigp ,aleixespargaro,MotoGP,348,55,130,19
battle lead ! @ jackmilleraus v @ _moliveira88 # thaigp,battle lead ! v,thaigp ,jackmilleraus  _moliveira88   ,MotoGP,413,90,93,11
getting better @ fabioq20 ! 18th ! could heading australia two point gap top ! # thaigp,getting better ! 18th ! could heading australia two point gap top !,thaigp ,fabioq20,MotoGP,488,90,173,31
tyre selection full wet @ michelin_sport compound # thaigp # motogp,tyre selection full wet compound,thaigp  motogp ,michelin_sport ,MotoGP,175,40,117,16
fastest lap @ _moliveira88 ! ktm man march ! # thaigp,fastest lap ! ktm man march !,thaigp ,_moliveira88,MotoGP,346,72,99,16
noooo ! @ luca_marini_97 crash ! first-ever dnf premier class ! 34-race run come end # thaigp,noooo ! crash ! first-ever dnf premier class ! 34-race run come end,thaigp ,luca_marini_97 ,MotoGP,329,82,156,24
